cerna,0,0,0
seda,128,128,128
stribrna,192,192,192
bila,255,255,255
kastanova,128,0,0
cervena,255,0,0
olivova,128,128,0
zluta,255,255,0
zelena,0,128,0
citronova,0,255,0
modrozelena,0,128,128
svetle modra,0,255,255
tmave modra,0,0,128
modra,0,0,255
fialova,128,0,128
fuchsiova,255,0,255
